,artist_name,track_name,release_date,genre,lyrics
23409,the movement,life is a circle,2019,reggae,nation scira halla playas track call life circle circle life check feel like year military young naive fight phyisically heart piece harm emotionally pretend spiritually week perfect thank positive think felt happines catch smilling everyday enjoy laugh felt alive greatful like grow week imperfect twist opposite list search hate insist look good life insist go come life circle bear free face struggle lose everyday like endless battle try everyday thats rule hustle free live freedom life principles create kingdom everyday pray wisdom protection confuse condom somedays like treasure hold hostage like prisoner cell regret advantage face fear moment courage life like lecture body collage life go forth show gratitute agony express good attitude better latitude believe magnitude life change thats circle feel like lord castle know protect cause globe globally circle go come life circle bear free face struggle lose everyday like endless battle try everyday thats rule hustle free live freedom life principles create kingdom everyday pray wisdom protection confuse condom
23410,sublime with rome,one day at a time,2019,reggae,need mess mess disturbance residence life exactly life spend time keep drama ruin need time mind kinda like ignore time time kinda like ignore time baby know need rari tias know tire whippin inside prius know hold lift grind stick lose know get clue want shit baby choose time mind kinda like enjoy time time kinda like ignore time push takin mind close edge override choose howl moon honest know time mind kinda like enjoy time time kinda like ignore time
23411,311,dodging raindrops,2019,reggae,stay inside livin life instead watchin window playin safe gonna hesitate know mental let givin control yeah ready wind blow wanna road gonna lead time tickin world waitin dodgin raindrops long cloud head dodgin raindrops tryin dodgin raindrops long dodgin raindrops head head head head sooner later come quick come blockin moment run away past pushin zone pullin unknown let givin control yeah ready wind blow wanna road gonna lead time tickin world waitin dodgin raindrops long cloud head dodgin raindrops tryin dodgin raindrops long dodgin raindrops head head head head dodgin raindrops head head dodgin raindrops head head ready outside livin life instead watch window dodgin raindrops long cloud head dodgin raindrops tryin dodgin raindrops long dodgin raindrops head head head head dodgin raindrops head head dodgin raindrops head head
23412,311,good feeling,2019,reggae,look look time surrender tryin remember cause forever felt good gonna free freeway sure feel good cause wanna days past easy holdin close lettin cause baby reason good feelin good feelin good feelin good feelin good feelin good feelin good feelin look wouldn believe cause mess head say blow care cause quit today cause road lose see edge hangin river wide cross cause wanna days past easy holdin close lettin cause baby reason good feelin good feelin good feelin know real thing yeah real thing good feelin life lookin life look look look look life lookin life look look look look moment know real thing cause feel like future good feelin cause wanna days past easy holdin close let cause baby reason good feelin good feelin good feelin know real thing yeah real thing good feelin good feelin good feelin good feelin look look look look good feelin good feelin good feelin look look look
23413,sublime with rome,blackout,2019,reggae,yeah yeah yeah yeah yeah want nights feel nice little photo right right right right slow moonlight shin maybe like yeah month feel alright alright maybe blind maybe lose mind cause month feel alright start blackout yeah star star run run start blackout yeah star star away yeah away away wanna run wanna run run away yeah away away wanna run wanna run run night night away run away run away away night night away run away run away high feel know need quit cold head fight gonna gonna xanax drink like hate know preach maybe need start blackout yeah star star run run start blackout yeah star star away yeah away away wanna run wanna run run away yeah away away wanna run wanna run run night night away run away run away away night night away run away run away start blackout star star away away wanna run wanna run night night run away run away run night night run away run away
23415,dirty heads,cloudlifter,2019,reggae,mythical animal call unicorn unicorn mythical mixture spiritual unicorn know go go go quit venom spit think cannabis catalyst cool shit colder bitch everest masochist tell sick burn kinda like witch earn shit shit ocean sound need pound trouble sleepwalk cloudlifter shroud smoke tongue twister blister melt clydesdales run free high hell afraid burn tree rain feel wind blow chain rein time time reload stop time ride wanna sound hear head sleepwalk cloudlifter shape shifter change wind forgive sin unicorn show acid acid unicorn come hug hug ride take place soft fresh clean
23402,popcaan,level up,2019,reggae,level yeah nuff level level everyday level level level level diss killy pebble head lift like road wagon benz shotta spragga benz entourage loud president unruly commandment pussy resident magnificent spray cologne cause feel wealthy spaceship cash dawg rent drop draw thirty know link dirty woii prettiest spain brain fall like lanez straight bear remain fight fimi sugar cane everyday level level level level diss killy pebble head lift like road wagon benz shotta spragga benz entourage loud president unruly commandment pussy resident magnificent forever state everyday greatness update cold dawg hotter plate killy shaky earthquake hmmm balenciaga amiri jeans match prada mhhm spaceship spyder lada mhhmm pree babyfather mhhmm euroface blind join crew yeah join crew pity know fuck friend like tattoo level level level level trouble affi bubble everyday level level level level koom road wagon benz shoot spragga benz tight pussy residence trouble know fuck thing unruly life dead everyday level kill devil
23416,dirty heads,horsefly,2019,reggae,say life live know things passionate sound real adamant shit come sentiment try losses horse race track track offense say yeah yeah dream speak cross list feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right know cause wanna condolences follow path long path hard apologies need repeat know cause heart feel revel revel revel second devil devil devil inside head go away people style tell real shit fake feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right
23417,dirty heads,tender boy,2019,reggae,wish problem couple cap squash beef wish talk cash hand leaf advice peace wilds pretend nights end go world outside end piano play inside head elevate stay away bullshit contaminate smoke room acclimate fuck beautiful celebrate wanna hear play forever word roam head form wanna lose moment endlessly floatin wilds pretend nights end go world outside end wilds pretend nights end go world outside end wilds pretend nights end go world outside end
23418,dirty heads,fear & love,2019,reggae,fear people tend tell stand complicate want fear wrap heart sage anoint skin braid hair tongue wind water clean good place begin away fear laughter tell run stop go tell run cause fear people tend tell stand complicate want fear yeah catch feel feel right sexual heal morning dolomite lose sight dice roll right life good time dynamite tell run stop go tell run cause fear people tend tell stand complicate want fear fear people tend tell stand complicate want fear
23419,iya terra,wash away,2019,reggae,good days come like suppose know cause live different echo life short minute go ready come gift yeah step come step away rest life start today come thank memory tell life begin away rest life start today come better days come hold remember grow try memories away hold strong trodding friends come go past forever memory step step away rest life start today come thank memory tell life begin away rest life start today come better days come hold
23420,soja,morning,2019,reggae,remove ears check blade redrum check chop check chop check chop spit word dark like eclipse occur click emerge flip bird gravedigga reserve know chick disturb spit superb real frills hold steel kill flow brothers lettin spill briefcases dough like coke deal uncut verse nuttin dope skills shoe complicate gats confiscate concentrate constipate slaughter cause water concentrate tell tell
23421,the holdup,acting up,2019,reggae,look drama spare karma know act drink fuck tell friends act need talk hella shit feel try talk tell grinch cold take know play song slow lemonade smile pay sure know baby feel lately tire wait shut naked look drama spare karma know act drink fuck tell friends act act act hate excite fade everybody tell jade cause unimpressed create fuck interview gonna cause tell truth hate like thing entertain ready shit wanna compliment feel dress like think hero higher cities ones zero mask arrow look drama spare karma know act drink fuck tell friends act act act act act
23422,gyptian,hold me,2019,reggae,hook like snicker best bar nation jealous motherfuckers fuck hat rhyme like record satan know nigga great expectations beef come throw block rock nauti gear like static shock nice like homie feel like raptors floor spit fuck identity crisis better lose like eminem family summer time bag bitch eat rib wayans chill wife kid cat funny like milonakis rappers think nice ghostriders ghostwriters like johnson rappers like dinner girl mouth simmer bitch scissor hand look nigga depp lyrical assassin name hookx highschool test worry gonna like leave girl pussy wetter put chocolate mouth like nestle niggas garbage hefty chamber like chef beef main man leave gotta like nigga gonna respect shock roley fry salt shawty like gyptian hold hold robot nigga control gotta watch haters wanna fold live good life hotel like like tiger woods bogey girls work nigga hook
23423,the hip abduction,future,2019,reggae,shin check boogie hoodie fresh come streets homeless go make sense shit drop best hold head know go movement music rhyme exclusive take year come prove say wrong underground show respect head fuck treat like dead skunk express addiction shit khrysis kick track listen wonder go wrong peace impact chaundon beat life rhyme shin feel beat rhyme ones shin shin shin sun light come shin shin shin ones bring truth shin shin shin future shin shin shin walk solid problems speak fluid honest mind stabbers call platinum packers middle grounders feel hard head middle finger live live wrestle figure point down break grind like tree root live stomp timberland boot air strike fear persistent ways motherfuckers cause explicit pay exhibitxzibit ways scar paparazzi speed life stop bright mind rhyme attract blind cause shin shine world right hahaha yeah right shine cause world like like benz track best friend remain trend press tell wack fuck crowd clap know future hold pass liquor problems lock load round thirteen strong meek sound bind blast dudes soft haters like nuff say need bust lead bar dead go shock rhyme cause shin
23424,iya terra,hold ah vibes,2019,reggae,go course current drag try live break hearts live finally break course shore hop sweat bleed dream loose reverie captain fall asleep monster deserter impostor bastard dream drift wheel scream go course current drag try live break hearts live finally break distance shimmer face beautiful liars perfect flaw forget verse mask hide surface wrong monster deserter impostor bastard dream drift wheel finally place control voice louder head taller vision brighter finally place control voice louder head taller vision brighter control control control hell wheel go course current drag try live break hearts live finally break
23425,the holdup,would you,2019,reggae,tunnel vision cash flow yeah save money castle catch lasso luck cause asshole think baby dream team focus things gotta name change count cash smash yeah baby line want time want spend grow whip donuts like flaw ignore chain tattoo tell mind runaway dark clothe like look hold yeah sleep girls time yeah want slow baby want solo star california watch favorite episode slowmo yeah spend days kinda life want tell know think bout future grow whip donuts like flaw ignore chain tattoo tell mind runaway dark clothe like temporary want want break ugly break ugly lock wait wait real fake grow whip donuts like flaw ignore chain tattoo tell mind runaway dark clothe like
23403,the movement,ways of the world,2019,reggae,power thug baby locknload cause comin fuck power soldier glocks extra clip fuck power soldier soldier iraq soldier kuwait soldier hood city state hold hold weight power artillery like fine tune killin machine neck like guillotine brain power door tryin poor stay physical nation undivisible divide think lose principle critical knowledge shit digital stay focus miserable sufferin battlefield lack ammunition better real henchmen come missin listen know heartless shit knowledge hard soldier march like tactics feelin think nigga catch killin spree fuck soldier connect time bring thuggish ruggish shit ohio streets bringin gangsta shit early kday rest peace eazye record company scar cause strictly streets blood money march continue coast twist motherfuckers yeah massacre start fuck weak hearted notorious marchin killin necessary brigade grenades rifle layzie bone realize movement start ruthless organization ready test watch cause comin fuck soldier marchin prepare soldier marchin prepare time gotta tell knuckleheads life today go tomorrow niggas wanna curious like little kid shit corner timeout hard ways world little boys little girls bein raise world like caponee homie goals workin best cause young caponee like bonafied invitation wanna ride real wrong scary ones come outside bravery fear courage dawg think real fightin years
23401,steel pulse,thank the rebels,2019,reggae,consolidation build brand nation yeah political transformation reconciliation hammer long crawl knees power change turn things round jubilation streets thank rebel stand like lions lightning speed thank rebel courage defiance strive democracy days ways hear cry victory thank praise go history put resistance gainst yeah corrupt politicans embark mission tell people freedom hammer long walk knees power change turn things right round jubilation streets thank rebel stand like lions lightning speed thank rebel courage defiance strive democracy thank rebel take tyrants lightning speed thank rebel courage defiance strive democracy days ways hear cry victory thank praise go history yeah yeah yeah thank rebel thank rebel thank rebel rebel thank rebel thank rebel thank rebel rebel thank rebel haters dictators topple strict regime thank rebel freedom fighters devotion sincerity thank rebel thank rebel thank rebel rebel rebel
23427,vybz kartel,fuckability,2019,reggae,follow pussy picture select sound like dutty like miami fuck meat money nuttin breed body language doctor miami breast free look roun ride head divide gonna rougher pussy listen skin spread whine sell girl jealous leff cyaa dweet like gyal fuckability whine like pussy picture fuck cook nuttin mouth couple gyal know norbrook fuck innah office hook gyal fret better boss fuck dresser baby glass bruk skin spread whine sell girl jealous leff dweet like gyal fuckability cyaa whine like pussy picture ability aability follow pussy picture select sound like dutty like miami fuck meat money nuttin breed body language doctor miami breast free look roun ride head divide gonna rougher pussy listen skin spread whine sell girl jealous leff dweet like gyal fuckability cyaa whine like pussy picture fuck cook mouth couple gyal know norbrook fuck innah office hook gyal fret boss fuck dresser baby glass bruk skin spread whine sell girl jealous leff cyaa dweet like gyal fuckability cyaa whine like pussy picture
23388,popcaan,traumatized,2019,reggae,screamin lorax gang deffame california condors leftame unlock factory farm yeah free mountain gorillas elephants recipe say recipe yeah recipe farmers market mind depressin orphan orangutans ride enemies recipe go marx lorax marx warnin switch planets orbit axin bring lorax plant seed rainforests turn ash bricks speak tree tongue accurate grip squeeze consumerism till choke handle quick iconic posse ready bust competition stack proboscis monkey genetic kina dyin borneo reconcile sinsa dyin borneo alonea dyin borneo come homea dead borneo people seuss message looraaxes like care awful go better palm plantations smoke cause steal rightfully theirs people cause care leave homeless extinction near lush green turn orphan roam family hopeless grind look entertainers chop knives enrichment center pacify traumatize inside lie cage pet sale protein fill rivers piss suffer joke resources go smoke watchin nutella lie plop watch oreo lie crunch watchin kitkat lie munchout tell girl scout watch watchin popcorn lie nestle lie leak watchin drumstick lie drop lie seep imma kill culture killers rebuild forest food medicine sustainably senseless warrin color orange equality mandatory mentality shut balcony orangutan molotov beat like marchin hemp plant lorax army safe cherrywood floor crack orangutan lorax
23378,iya terra,follow your heart (feat. zion thompson from the green),2019,reggae,wish atlas path feel like go astray know long hard journey go wouldn heart guide focus mission step time analyze vision fall line know gonna okay word ring true want feel spirit darkest days follow heart days hard remember purpose long learn journey season reason follow heart follow heart feel follow heart cause everybody look future want cause crumble tomorrow feel sorrow wonder cause know change near afraid move know grow gonna stop know feel like like remember stay strong weather follow heart days hard remember purpose long learn journey
23379,elephant man,opera wine,2019,reggae,feel real comfortable cause dizaster tell cool tell blank beat rhyme heart greek motherfucker need drop grab harp thesaurus sound like ugliest dinosaur jurassic beat asian latino versions loser send goomba want koopa cause future coast mobbin admit give birth battle rappers skin problems know crutch line hold start rhyme goddamn know face look like look straight summer
23380,los cafres,revolution,2019,reggae,know mean revolution take solution fight oppression batter depression ready stand fight right revolution ready stand fight like soldier call choose call choose fight right fight time ready stand fight right revolution ready stand fight like soldier call choose call choose wanna live live live live live live forever gotta live live live live live forever fight right fight time live love share care pay accord work gotta live live live live live live forever live live live live live forever live love share care revolution revolution revolution revolution revolution revolution revolution revolution
23381,skip marley,enemy,2019,reggae,step enemy energy thief recipe see frenemies search remedy therapy lord crown crown remember likkle pickney inequity life pretty cause nuff wickedly remedy frenemies agree disagree people tell tryna step enemy energy thief recipe see frenemies search remedy therapy lord crown crown struggle trouble blame knock lock reason rhyme predicament knees pray time kill bring pain babylon turn fool like tool lessons come heartache school tell tryna step enemy energy thief recipe see frenemies search remedy therapy lord crown crown
23382,govana,loyalty,2019,reggae,yeah breda breda thing breda breda thing loyalty bear till loyalty know real wass blind badmind crep elevation step determination pree face everyday bush face gorill place carrot gold plate drip open gate pree house land youth medz stop youth badmind brain wass blind badmind crep elevation step determination pree face weed blem hennessy pour grind fren enemy watch peep fence hold vibes fren pitbull pitbull dont jump cross fence link wass blind badmind crep elevation step determination pree face carm fan loyalty royalty press govan breda breda thing wass blind badmind crep elevation step determination pree face
23383,eek-a-mouse,controversial song,2019,reggae,sight wake dream give life vile beneath die breed hate kill world kill victim violence shut breath lifeless break silence fall apart victim violence shut breath lifeless chase righteous fake plastic life waste years lose inside diabolic fear feel fault fault feel drain world drain victim violence shut breath lifeless break silence fall apart victim violence shut breath lifeless chase righteous victim violence shut breath lifeless break silence fall apart victim violence shut breath lifeless chase righteous break silence fall
23384,vybz kartel,in stock,2019,reggae,hotter rest better rest hotter rest gyal test light stop noise lock door knee haffi score balon wine watch goal gyal queen wife whore money scream right role couldn free night hole sace sace dior dior chanel chanel tattoo tongue bore gyal hotter hotter rest whow gyal better better rest dutty gyal gyal cyan test whow whine baby kick foot stock tight right gyal stock good underneath gyal stock nice pumpum stock kick foot stock tight right stock good underneath gyal stock nice pumpum gyal stock gyal disease hole cure settle beat rider sure higher eagle floor fashion beat style little diva know couture search body duice cure tour revoir bonjour chanel chanel tattoo tongue bore gyal hotter hotter rest whow gyal better better rest dutty gyal gyal cyan test whow
23385,kash'd out,gimme love,2019,reggae,sound engines drone mind free roam time shift discover entry plan mind bend finger fold entwine dream unknown time shift discover entry plan stay cross sky come sail slow engines stall eye catch sync explode time shift discover entry plan time shift collide energy ways stay cross sky come sail play dream cross space time stay
23386,vybz kartel,loving every minute,2019,reggae,important baby better abortion gyal nuff warship addi leff track like horse shit ghetto yute switch like party swell everybody jello shoot jello lean wall mirror mirror fuck high moon prolly jealous talk lemme tell shumn shet pushy shitn shen amaretto yellow pull gstring chello live limit money visit brim spend lili grand dead nuttin live love minute live love minute live love minute watch headback ramp music feel pain liquor lick fee face gyal steeplechase easy race meter sprint lift feet haste fuck high text bout need space spare replace build spliff grabba weak weed taste fit forehead face apade minute maid marathon wicked gyal suck hood strictly face number phone baby quick erase visa fuck state ride like lift weight brace stand fuck rest knee quit days live limit money visit brim spend lili grand dead nuttin live love minute live love minute live love minute watch headback ramp live love minute live love minute live love minute
23387,don carlos,play it again,2019,reggae,princess princess throw ottoman play rush recognize princess stand thunderstruck gracious heaven princess let lute fall meet truth senseless error miss right apartment princess dexterous skill contrive room ladies pardon princess antechamber open princess possible fasten think think think rest assure mean lock believe assuredly lock lute sweet sound attract hand touch skill lute nbsp nbsp
23389,vybz kartel,tek it out,2019,reggae,shendou gang mafio house know girls bout yeah know girl gaza diva virgin fuck want want burn virgin fuck want want want want girl scout skin like ready birth pussy want pump know pussy cute handsome screw like bulb voltage like swamp crocs drop head insult fuck gyal head bus brace cocky tremendous talk best fuck addi yeah girl scout skin like ready birth cool attitude worse rude addi tune brace push tell idiot pussyclaat ting neva know place neva know digital analog fuck nice house anno virgin fuck want want burn virgin fuck want want want want girl scout represent shendou gang know mafio house biggest selecta bout
23400,half pint,young and innocent,2019,reggae,nigga whitey negro good nothin talkin slang walkin radio drippin sweat basketball court dominatin sport inventin kind handshake picture pancake kick church sunday flipflop prayin play bingo barbecue days praise lord gamble dead meet little black sambo gotta hear ladies catchin holy ghost wanna hear yellin kick finish watermelon cause stereotype think black folks look alike goin strike hike microphone makin neighborhood nervous poor service steady tryin jacket cause fakeass homies negro know jumpin actin like tryin steal somethin store ladies start puttin purse feet pullin bras like onetime waitin crime commit unload trick floor imaginations best go rest cause stereotype typical socalled afroamerican hair door free butter cheese cakecutter tease buckwheat hairdo stereotype scenario give application unemployment information like moms affordable housin kid thousand different daddy quit cause knee injury fine everythin shoeshine work stretch stereotype yeah screen showin black girls hoin sixteen corner outside cold halfnaked nothin sacred cause know seein daytime dramas like teenage grandmas gotta stop work roll nurse purse birth control proper cause hood need cancel soapoperas cause black females believin fall flat young innocent time reach eighteen go crazy hittin knight silent stereotype
23390,michael franti & spearhead,nobody cries alone,2019,reggae,stumble problems overload worry know heart beat wait hand hold cause home cry feel shin like light wait guide home like candle light hold night remain cause cry tremble voice word trouble know heart beat wait today ninetynine darkness cause cry feel shin like light wait guide home like candle light hold night remain cause cry cry cry remain cause cry little thing gonna alright little thing gonna alright little thing gonna alright know little thing gonna alright little thing gonna alright little thing gonna alright know stumble problems overload worry know heart beat wait hand hold cause home cry cry cry remain cause cry cry cry remain cause cry remain cause cry
23391,sticky fingers,hyper,2019,reggae,want peace mask pain long inside hyper brain comin crashin look gonna happen days gettin busier drink think happiest throw money away friend mission set ablaze gonna happen days back corner cold dark breakin heart string doin playin playin fragile game world hold wearin scar playin guitars string doin player know actin sane manifest inside touch leave talk long bust tension growin heavier flowin rust think trust look memories nothin livin high usin losin sight makin friends chasin forget brother wanna drive wrong wanna brake tell gonna crash days eye look heavy think necessary help turn light cause tell brighter back corner cold dark breakin heart string doin playin playin fragile game world hold wearin scar playin guitars string doin player know actin sane yeah yeah want want want want want want
23392,christopher martin,can't dweet again,2019,reggae,mountain view wild dream come true feast like sultan treasure flesh wish away think lose devil dark dabblin neck soon drown change lift turn round wish away pray like martyr dusk beg like hooker night long tempt devil song want wish away wish away wish away wanna wish away prize hold sway justify give away center wish away think tomorrow away peace mind center tryin hold damn eye damn eye damn eye compromise fulcrum want need divide go shine forever shine benevolent shine break shine shine forever shine benevolent shine sever shine divide wither away divide wither away shine light benevolent breathe union breathe union breathe union breathe union breathe union survive season silence legion save poison silence legion stay
23393,six60,the greatest,2019,reggae,know taste tear face yeah remind dream chase fuel inside feel fade soon cause mama tell bout complacent knock stay grind stop believe greatest heart break know know second place pain doubt light little make hear rise fall know roads lead gold imma walk walk knock stay grind stop believe greatest heart break know know second place pain doubt light light yeah yeah days feel like wanna farther know push harder stop believe greatest heart break know know second place pain doubt light stop believe greatest heart break know know second place pain doubt light
23394,steel pulse,cry cry blood,2019,reggae,gonna hell think food scrap table desperate disable land live gwaan like simple ting jump bark gravalicious like harbour shark blood blood blood blood blood blood blood people yeah blood blood blood blood blood blood blood thing overstand kill black feel shame hide selfinflicted genocide step aside weep moan feel pressure right inside bone wall hold head bawl blood blood blood blood blood blood blood people yeah blood blood blood blood blood blood blood people yeah people people yeah people people yeah nyahbinghi bobo shanty dispute say know careful flag plan divide rule people lose martyr things right fight blood blood blood blood blood blood blood people yeah blood blood blood blood blood blood blood people yeah people people yeah people people yeah gonna need shake kiss bare witness break world take advantage stand aside look prophesy rise second look blood yeah blood blood blood people yeah yeah people people people
23395,sensi trails,she love,2019,reggae,moments whats baby lemme lullabyput sleepevery nightlemme work body rightthe time right climb inside goin hahadamn girl breather room feversee passion room nothin tune tune pleasinggirl know like excitingway nibble drop oooh ride boiii break whip creamwe bout react favorite dreamthis real life makin thingsi stop hear screamsopen legs goin dive face baby lick crazy hollerinkitty straight water think need orderha body like theres leave order ordevbs probably entrée morningsoarin horizon float sky thankful surprise thatmy money multiplyin plannin payin advise concept days feelin like monster family texas await departureshe tell lovely optiondiscussin alternatives cause problemmind gono breakin scheduleim sorry darling plan forever stonebreakin free city start live tire limitations break glass ceilingoh damn damn damnain concept livin moment long think pause itthey sense common ignorance vomitim literally bout boost vocabulary moments currently comatose imperative uapparently moment closin second reckon bout wreck wreckage stressin like better growin moment content witha track mannerthats handle trail tribulations debate like damn
23396,steel pulse,don't shoot,2019,reggae,bitch damn motherfucking dead alive like ahead leave hide leave pride leave bring shit punk like like refuse kind lose damn motherfucking mind leave hide leave pride leave bring shit like blood cause like look stand right taste blood cause taste want pain motherfucking leave hide leave pride leave bring shit
23397,the holdup,pretend,2019,reggae,weirdo young negro syco syco rock think grigosyco like lgang fuck bitch mind like run present problem hold bitch skype call ring ring answer bitch dico shit think bitch skype finna turn guess take shirt lie know time meet whoop give fuck want date whoop like jtwist sexies murder fuck bitch hear haha treat right give cookies slide like hear laugh haha
23398,third world,na na na,2019,reggae,corruption world corruption corruption world vice crime prostitution revolution scandal sneaky deal wall street wide world mess corruption world corruption corruption world vice crime vote free politicians makin promise people live die streets corruption world corruption corruption world vice crime epidemics look wide world rage come somebody know guess reap corruption world corruption corruption world vice crime market daily bread somebody say poison instead violence murder suicide trust everybody takin bribe corruption world corruption corruption world vice crime solution want know solution neighbor brother unto unto sisters brothers want hate thou shalt steal thou shalt steal think time tell stop lie
23399,steel pulse,human trafficking,2019,reggae,good fight good terrible human traffic know capture bind gainst free skin human traffic nightmare real life steal know feel force prostitution women slavery take advantage children rob dignity stop illegal activity people chain captivity urgency crime humanity human traffic know capture bind gainst free skin human traffic nightmare real life steal know feel steal steal border order international crisis millions get exploit force work believe modern time mankind unkind human human human human human traffic human traffic fight heart go victims human traffic abomination cruelty vilest kind walk creation human traffic begin stop traffic fight terrible terrible kidnap good traffic racket smash come bash good
23426,through the roots,catch a flight,2019,reggae,young wasn naive watch helpless turn leave pain past deep bury try time think think blind couldn couldn love know die fall asleep hop dream like nights like slowly fleet disappear reality crash floor
23428,tarrus riley,i'm an israelite,2019,reggae,yeah people morals intelligence yeah try religious clown israelite world begin fight land want fight want right live peace unity bredrin free yeah everyman home want israelite israelite begin give land live equal right argue fuss fight live peace unity bredrin free yeah matter color creed want live peace yeah israelite begin give land live equal right argue fuss fight live peace unity bredrin free yeah matter color creed want live peace israelite israelite israelite israelite israelite israelite israelite israelite
6997,lost kings,anti-everything,2019,pop,hate drink coffee morning hate place everybody go probably think bore like song everybody know hand hate songs tell hand cause antieverything fuck miserable walk room yeah talk shit swear cause antieverything hate second hate goodbye make feel things cause usually feel inside hand hate songs tell hand cause antieverything fuck miserable walk room yeah talk shit swear cause antieverything antieverything fuck miserable till walk room yeah talk shit swear cause antieverything cause antieverything fuck miserable walk room talk shit swear cause antieverything
7009,drake,paris morton music,2019,pop,come need time catch life right know ohohoh forgive mean wrong try patient wait long come come come come talk slicker pimp linen suit drycleaned bitch hate call women bitch bitch take sense nickel urge daughters kiss mother lips lipstick cover grow miss girls count like miss rubber gaye shit bunch distant lovers life reintroduce people introduce forget scar tell fear remember wish accept miss memphis tennessee cousins simplistic beauty southerners halfway world dozens bag feel like members color badd nigga amaze shit crazy shit drink bottle age shit wed ring flow engage shit fleet keychains seat heat game think stare things familia induct instruct stunt niggas fuck fuck have lunch debate ferrari price go midlife crisis trust deliver like midwife say nicest live life like certain type teach hood understand streets throw away paper grammy speech pinnacle plan reach yeah gotta want kiss body tell live moment baby forget girl tell come come need time catch life right know forgive mean wrong try patient wait long come come come come
7019,taylor swift,you need to calm down,2019,pop,somebody know takin shots like patrón like damn street knockout tweet copout like okay tryna mess selfexpression learn lesson stressin obsessin bout somebody snake stone break bone ohoh ohoh ohoh ohoh ohoh need calm loud like ohoh ohoh ohoh ohoh ohoh need stop like step gown need calm somebody know comin friends like missile glaad glaad street parade dark age makin sign take night need seat restore peace control urge scream people hate cause shade anybody ohoh ohoh ohoh ohoh ohoh need calm loud like ohoh ohoh ohoh ohoh ohoh need stop like step gown need calm internet compare girls kill figure know crown need calm ohoh ohoh ohoh ohoh ohoh need calm need calm loud loud like ohoh ohoh ohoh ohoh ohoh need stop stop like step gown need calm
7018,ali gatie,it's you,2019,pop,gonna fall know people feel like break heart tear apart know start trust break break delicate break heart trust break break yeah know feel open real hurt yeah hurt inside scar fall gonna fall know people feel like break heart tear apart know start trust break break delicate break heart trust break know best choose lovers know past speak think right baby history repeat cause want yeah want yeah want cause want yeah want yeah thing want gonna fall know people feel like break heart tear apart know start trust break break delicate break heart trust break cause want baby want baby want baby want baby want baby want baby want cause want baby want baby want baby want baby want baby want baby want
7017,khalid,talk,2019,pop,talk talk talk goin lose lend thoughts want knowin felt like apologize movin talk talk figure goin yeah start right eye tell wantin mind reason hide tell somethin hear dreamin bout stop thinkin bout talk talk talk goin lose lend thoughts yeah want knowin felt like apologize movin talk talk figure goin penthouse view leave flower room sure leave door unlock swear late clock dreamin bout want stop thinkin bout talk talk talk goin lose lend thoughts want knowin felt like apologize movin talk talk figure goin figure goin
7016,the chainsmokers,takeaway,2019,pop,heart takeaway yeah yeah yeahyeah heart takeaway yeah yeah yeahyeah heart takeaway yeahyeah yeahyeah heart takeaway yeah yeah yeahyeah think go late late late wrong say stay reason want weeks catch better gonna leave leave break heart break gonna leave stay want heart heart takeaway yeah yeah yeahyeah heart takeaway yeah yeah yeahyeah heart takeaway yeahyeah yeahyeah heart takeaway yeah yeah yeahyeah heart takeaway heart takeaway yeahyeah yeahyeah heart takeaway yeah yeah yeahyeah fate fate fate come ask catch better gonna leave leave break heart break gonna leave stay want heart heart takeaway yeah yeah yeahyeah heart takeaway yeah yeah yeahyeah heart takeaway yeahyeah yeahyeah heart takeaway yeah yeah yeahyeah heart takeaway heart takeaway yeahyeah yeahyeah heart takeaway yeah yeah yeahyeah gonna leave leave break heart break gonna leave stay want heart
7015,meduza,piece of your heart,2019,pop,piece heart piece call gettin touch turn gettin piece heart piece call gettin touch turn gettin sorry quickly piece want physical subliminal want piece want physical subliminal want piece heart piece call gettin touch turn gettin piece want physical subliminal want
7014,mabel,mad love,2019,pop,lookin like type tell right cause tonight better dododown dododown talk play anymore hear say better dododown dododown know like like like like come body night night night night dododown night night night yeah dododown night night night yeah dododown come chill tell feel baby know thrill dododown dododown ride zone shoot better dododown dododown know like like like like come body night night night night dododown night night night yeah dododown night night night yeah dododown handle night nice better dododown handle night nice better dododown night night night yeah dododown night night night yeah dododown know like like like like come body night night night night dododown handle know like like like like night come body nice better night night night night dododown
7013,why don't we,i don't belong in this club,2019,pop,skip believe pay entry energy smile selfie know home stand guess road wanna raise toast sparklers dudes wear shade darkness hat song twice even save save belong club dance dance cause feel awkward waitin line hour wanna cause jade jade fake fake belong club hop uber uber feelin goddamn polo bolo belt walk bouncer squad stealth macklemore say mackler gotta like everybody shoulda stay sofa forget hate bein social miss exgirl song make motional girl hurt feel feelin awkward hell uhhuh come dance wassup playin cut hand awkward roll punch hold bull toast nights like probably remember bout pull irish goodbye grab stuff bout yell macklemore house tonight fuck save save belong club club dance dance cause feelin awkward waitin line hour wanna cause jade jade fake fake belong club think wait week drink spill care uber surge club save belong club dance cause feelin awkward waitin line hour wanna cause jade jade fake fake belong club
